Madymo Validation 03.26.2021,,,,,,,,
Explico Engineering Co. DRD,,,,,,,,
--,,,,,,,,
,,,,,,,,
Time (s), /2/1006 ( /Scaled_Hybrid_III_50th/HeadCG_acc ) CFC1000 - Res. acceleration (m/s**2), /2/1006 ( /Scaled_Hybrid_III_50th/HeadCG_acc ) CFC1000 - X-comp. acceleration (m/s**2), /2/1006 ( /Scaled_Hybrid_III_50th/HeadCG_acc ) CFC1000 - Y-comp. acceleration (m/s**2), /2/1006 ( /Scaled_Hybrid_III_50th/HeadCG_acc ) CFC1000 - Z-comp. acceleration (m/s**2), /2/6004 ( /Scaled_Hybrid_III_50th/Pelvis_acc ) CFC1000 - Res. acceleration (m/s**2), /2/6004 ( /Scaled_Hybrid_III_50th/Pelvis_acc ) CFC1000 - X-comp. acceleration (m/s**2), /2/6004 ( /Scaled_Hybrid_III_50th/Pelvis_acc ) CFC1000 - Y-comp. acceleration (m/s**2), /2/6004 ( /Scaled_Hybrid_III_50th/Pelvis_acc ) CFC1000 - Z-comp. acceleration (m/s**2)
4.47E-01,1.55E+01,-0.965937591,-6.08E-01,1.55E+01,3.63E+00,-1.469661566,1.248827872,4.347350833
4.47E-01,1.58E+01,-0.870208245,-3.58E-01,1.57E+01,3.63E+00,-1.458839218,1.257534503,4.33331944
4.47E-01,1.59E+01,-0.602350268,-6.89E-02,1.59E+01,3.63E+00,-1.447901805,1.267894142,4.318420929
4.47E-01,1.61E+01,0.034744515,4.43E-04,1.61E+01,3.63E+00,-1.436876949,1.279880905,4.302663136
4.48E-01,1.63E+01,0.412489834,-2.08E-01,1.63E+01,3.63E+00,-1.425796094,1.293455343,4.286052472
4.48E-01,1.64E+01,0.115139656,-4.08E-01,1.64E+01,3.63E+00,-1.414693642,1.308563171,4.268595356
4.48E-01,1.67E+01,-0.484938596,-5.25E-01,1.67E+01,3.63E+00,-1.403606096,1.325134753,4.250300299
4.48E-01,1.69E+01,-0.724848969,-7.42E-01,1.69E+01,3.63E+00,-1.392569562,1.343086344,4.231178771
4.48E-01,1.70E+01,-0.322025647,-9.28E-01,1.69E+01,3.63E+00,-1.381617255,1.362322755,4.211245058
4.48E-01,1.69E+01,0.393889776,-8.68E-01,1.69E+01,3.63E+00,-1.370778819,1.382740453,4.190516563
4.48E-01,1.70E+01,0.869360791,-8.02E-01,1.69E+01,3.63E+00,-1.360081104,1.404228975,4.169013933
4.48E-01,1.72E+01,0.846407659,-1.02E+00,1.71E+01,3.63E+00,-1.349548575,1.426669835,4.146760374
4.48E-01,1.73E+01,0.44488946,-1.39E+00,1.72E+01,3.63E+00,-1.339201891,1.449935381,4.12378184
4.48E-01,1.72E+01,0.011913723,-1.59E+00,1.71E+01,3.63E+00,-1.329055392,1.473890259,4.100108496
4.49E-01,1.69E+01,-0.216850385,-1.51E+00,1.69E+01,3.63E+00,-1.31911566,1.498394477,4.075775373
4.49E-01,1.69E+01,-0.281836127,-1.28E+00,1.68E+01,3.63E+00,-1.309382274,1.523305133,4.050821177
4.49E-01,1.70E+01,-0.119126709,-1.08E+00,1.69E+01,3.63E+00,-1.299848908,1.548476484,4.025286276
4.49E-01,1.71E+01,0.302531477,-9.96E-01,1.71E+01,3.63E+00,-1.290502422,1.57376032,3.999210932
4.49E-01,1.73E+01,0.617463057,-1.06E+00,1.72E+01,3.63E+00,-1.281323044,1.599007321,3.972633544
4.49E-01,1.74E+01,0.538551768,-1.16E+00,1.74E+01,3.63E+00,-1.272290185,1.624069062,3.945588921
4.49E-01,1.76E+01,0.154879458,-1.08E+00,1.76E+01,3.63E+00,-1.263390073,1.648800679,3.91810719
4.49E-01,1.77E+01,-0.19981757,-8.41E-01,1.77E+01,3.63E+00,-1.254617549,1.673063708,3.890213147
4.49E-01,1.78E+01,-0.150273025,-6.61E-01,1.78E+01,3.63E+00,-1.245970939,1.696728767,3.861926461
4.49E-01,1.78E+01,0.133598561,-7.38E-01,1.78E+01,3.63E+00,-1.237447285,1.71967777,3.833263138
4.50E-01,1.80E+01,0.080923922,-1.14E+00,1.79E+01,3.63E+00,-1.229045221,1.74180451,3.804235963
4.50E-01,1.83E+01,-0.368686329,-1.65E+00,1.83E+01,3.63E+00,-1.220771123,1.763014212,3.774852865
4.50E-01,1.86E+01,-0.78967101,-1.89E+00,1.85E+01,3.63E+00,-1.212639062,1.783224423,3.745116343
4.50E-01,1.86E+01,-0.844621241,-1.73E+00,1.85E+01,3.63E+00,-1.204665285,1.802367828,3.715026243
4.50E-01,1.84E+01,-0.433431654,-1.39E+00,1.84E+01,3.63E+00,-1.196864517,1.820394943,3.6845838
4.50E-01,1.83E+01,0.23613851,-1.10E+00,1.83E+01,3.63E+00,-1.189249529,1.837274623,3.653794031
4.50E-01,1.83E+01,0.754515937,-1.02E+00,1.83E+01,3.63E+00,-1.18183034,1.85299281,3.622666667
4.50E-01,1.82E+01,0.880104766,-1.23E+00,1.82E+01,3.63E+00,-1.174613415,1.867550911,3.591216797
4.50E-01,1.81E+01,0.639732339,-1.42E+00,1.81E+01,3.63E+00,-1.167603395,1.880963561,3.559464889
4.50E-01,1.82E+01,0.215081077,-1.13E+00,1.81E+01,3.63E+00,-1.160804102,1.893255939,3.527436309
4.51E-01,1.83E+01,-0.08187783,-6.39E-01,1.83E+01,3.63E+00,-1.15421425,1.904462603,3.495161261
4.51E-01,1.83E+01,0.018188885,-6.13E-01,1.83E+01,3.63E+00,-1.147820958,1.914627684,3.462675475
4.51E-01,1.84E+01,0.316846623,-8.00E-01,1.84E+01,3.63E+00,-1.14159818,1.923803973,3.430020483
4.51E-01,1.85E+01,0.325447346,-7.70E-01,1.85E+01,3.63E+00,-1.135511954,1.932050392,3.397241501
4.51E-01,1.86E+01,0.129932252,-9.06E-01,1.86E+01,3.63E+00,-1.12952674,1.93942944,3.364383754
4.51E-01,1.85E+01,0.361815824,-1.49E+00,1.84E+01,3.63E+00,-1.123606747,1.946005474,3.331490683
4.51E-01,1.84E+01,1.165445566,-1.97E+00,1.82E+01,3.63E+00,-1.117714876,1.951843286,3.29860414
4.51E-01,1.84E+01,1.864764875,-1.71E+00,1.82E+01,3.63E+00,-1.111815047,1.957006701,3.265762077
4.51E-01,1.86E+01,1.963321598,-8.91E-01,1.85E+01,3.63E+00,-1.105876879,1.961557782,3.23299112
4.51E-01,1.88E+01,1.841335299,-2.06E-01,1.87E+01,3.63E+00,-1.099878833,1.965556548,3.200299354
4.52E-01,1.89E+01,2.032606489,-1.04E-02,1.88E+01,3.63E+00,-1.093808793,1.96906048,3.1676763
4.52E-01,1.89E+01,2.543832184,-1.71E-01,1.88E+01,3.63E+00,-1.08766175,1.972123294,3.135100207
4.52E-01,1.89E+01,2.967065196,-5.00E-01,1.87E+01,3.63E+00,-1.081434198,1.974793579,3.102549514
4.52E-01,1.89E+01,3.03853473,-8.11E-01,1.86E+01,3.63E+00,-1.075118899,1.977114187,3.07001493
4.52E-01,1.89E+01,2.990719064,-8.78E-01,1.87E+01,3.63E+00,-1.068704394,1.979122132,3.03750829
4.52E-01,1.90E+01,2.878388814,-6.46E-01,1.88E+01,3.63E+00,-1.062178883,1.98084809,3.005065339
4.52E-01,1.91E+01,2.480797988,-2.99E-01,1.90E+01,3.63E+00,-1.0555352,1.982315585,2.97273976
4.52E-01,1.91E+01,2.208666737,-9.16E-02,1.90E+01,3.63E+00,-1.048773978,1.98354092,2.940590407
4.52E-01,1.90E+01,2.619965303,-1.74E-01,1.88E+01,3.63E+00,-1.041905172,1.98453362,2.908670616
4.52E-01,1.90E+01,3.486932108,-4.31E-01,1.87E+01,3.63E+00,-1.034948496,1.98529605,2.877026188
4.53E-01,1.91E+01,4.213931927,-5.83E-01,1.87E+01,3.63E+00,-1.027929678,1.985822563,2.845700028
4.53E-01,1.92E+01,4.415755167,-5.46E-01,1.87E+01,3.63E+00,-1.020873064,1.986098973,2.81473585
4.53E-01,1.93E+01,4.275429696,-4.59E-01,1.88E+01,3.63E+00,-1.013795876,1.986102374,2.784176535
4.53E-01,1.95E+01,4.435656432,-3.68E-01,1.89E+01,3.63E+00,-1.006705381,1.985801457,2.754061332
4.53E-01,1.96E+01,5.080551992,-1.75E-01,1.89E+01,3.63E+00,-0.99959952,1.985157334,2.724426381
4.53E-01,1.97E+01,5.632245938,4.21E-02,1.88E+01,3.63E+00,-0.992472641,1.984125519,2.695306059
4.53E-01,1.95E+01,5.65437315,3.67E-02,1.87E+01,3.63E+00,-0.985323053,1.982658749,2.666730547
4.53E-01,1.93E+01,5.665978192,-1.73E-01,1.85E+01,3.63E+00,-0.978157121,1.98070875,2.638720452
4.53E-01,1.93E+01,6.356495195,-3.95E-01,1.83E+01,3.63E+00,-0.970987532,1.978228054,2.611284338
4.53E-01,1.96E+01,7.315601783,-7.46E-01,1.81E+01,3.63E+00,-0.963828826,1.97517234,2.58441999
4.54E-01,1.98E+01,7.681255191,-1.28E+00,1.82E+01,3.63E+00,-0.95669694,1.971500604,2.558115028
4.54E-01,1.98E+01,7.51877717,-1.54E+00,1.83E+01,3.63E+00,-0.949611846,1.967173638,2.532347195
4.54E-01,2.00E+01,7.646786604,-1.38E+00,1.84E+01,3.63E+00,-0.942594721,1.962153301,2.507085865
4.54E-01,2.03E+01,8.360431557,-1.24E+00,1.84E+01,3.63E+00,-0.9356602,1.956403137,2.482292601
4.54E-01,2.07E+01,9.03310121,-1.37E+00,1.86E+01,3.63E+00,-0.928814089,1.94988906,2.457919393
4.54E-01,2.11E+01,9.201206709,-1.45E+00,1.89E+01,3.63E+00,-0.922058182,1.942578747,2.433906464
4.54E-01,2.13E+01,9.212355466,-1.30E+00,1.92E+01,3.63E+00,-0.915393978,1.934440487,2.410183602
4.54E-01,2.15E+01,9.647451332,-1.03E+00,1.92E+01,3.63E+00,-0.90882075,1.925443543,2.386676502
4.54E-01,2.17E+01,10.72594176,-8.30E-01,1.89E+01,3.63E+00,-0.902329971,1.915560427,2.363313504
4.54E-01,2.23E+01,12.16864008,-8.95E-01,1.87E+01,3.63E+00,-0.895904281,1.904768559,2.340027212
4.55E-01,2.31E+01,13.44677636,-1.25E+00,1.87E+01,3.63E+00,-0.889526662,1.893049894,2.316751773
4.55E-01,2.36E+01,14.23258951,-1.65E+00,1.87E+01,3.63E+00,-0.88318997,1.88039109,2.293421048
4.55E-01,2.38E+01,14.65826638,-1.83E+00,1.87E+01,3.63E+00,-0.876894805,1.866785752,2.269969847
4.55E-01,2.41E+01,15.19521581,-1.72E+00,1.86E+01,3.63E+00,-0.870639554,1.852237542,2.246337219
4.55E-01,2.47E+01,16.22319473,-1.45E+00,1.86E+01,3.63E+00,-0.864411878,1.836762826,2.222471248
4.55E-01,2.56E+01,17.69492338,-1.26E+00,1.84E+01,3.63E+00,-0.858183308,1.820391551,2.198333913
4.55E-01,2.66E+01,19.29963073,-1.28E+00,1.82E+01,3.63E+00,-0.851906379,1.803165856,2.173903501
4.55E-01,2.76E+01,20.71353296,-1.51E+00,1.81E+01,3.63E+00,-0.84551596,1.78513798,2.14917479
4.55E-01,2.84E+01,21.6972676,-1.81E+00,1.82E+01,3.63E+00,-0.838934229,1.766368523,2.124158401
4.55E-01,2.90E+01,22.52697372,-2.00E+00,1.81E+01,3.63E+00,-0.832075285,1.7469245,2.098878913
4.56E-01,2.99E+01,23.76995485,-1.81E+00,1.81E+01,3.63E+00,-0.824844673,1.726878236,2.073372672
4.56E-01,3.09E+01,25.09916461,-1.35E+00,1.80E+01,3.63E+00,-0.81713472,1.70630835,2.047687495
4.56E-01,3.14E+01,25.69386362,-1.02E+00,1.81E+01,3.63E+00,-0.808823542,1.685300421,2.021883104
4.56E-01,3.17E+01,25.92795794,-1.00E+00,1.82E+01,3.63E+00,-0.799778973,1.663946121,1.996030112
4.56E-01,3.25E+01,26.90184405,-1.11E+00,1.82E+01,3.63E+00,-0.789859252,1.64234335,1.970207863
4.56E-01,3.37E+01,28.51539,-1.28E+00,1.80E+01,3.63E+00,-0.778910263,1.620597529,1.944501855
4.56E-01,3.47E+01,29.68788191,-1.59E+00,1.79E+01,3.63E+00,-0.766769378,1.598821431,1.919000747
4.56E-01,3.51E+01,30.14181497,-1.95E+00,1.79E+01,3.63E+00,-0.753276072,1.577133693,1.893793771
4.56E-01,3.56E+01,30.71822288,-2.03E+00,1.79E+01,3.63E+00,-0.738276938,1.555658488,1.868969823
4.56E-01,3.68E+01,32.16856605,-1.70E+00,1.78E+01,3.63E+00,-0.721620917,1.534527161,1.844617565
4.57E-01,3.85E+01,34.17326763,-1.28E+00,1.77E+01,3.63E+00,-0.703154034,1.513880024,1.820824282
4.57E-01,3.99E+01,35.7877249,-1.12E+00,1.77E+01,3.63E+00,-0.682721672,1.493865831,1.797672613
4.57E-01,4.08E+01,36.71351675,-1.20E+00,1.77E+01,3.63E+00,-0.660177649,1.474639436,1.775236862
4.57E-01,4.14E+01,37.48549772,-1.28E+00,1.76E+01,3.63E+00,-0.635397194,1.456362873,1.753578225
4.57E-01,4.24E+01,38.59458845,-1.24E+00,1.75E+01,3.63E+00,-0.60830185,1.43921659,1.732731651
4.57E-01,4.35E+01,39.87390569,-1.09E+00,1.75E+01,3.63E+00,-0.57891669,1.423414599,1.712675335
4.57E-01,4.45E+01,40.93754759,-9.41E-01,1.75E+01,3.63E+00,-0.547452402,1.40919805,1.693291839
4.57E-01,4.55E+01,42.00564994,-8.50E-01,1.75E+01,3.63E+00,-0.514341369,1.396797949,1.674356947
4.57E-01,4.67E+01,43.37815097,-7.48E-01,1.74E+01,3.63E+00,-0.480175818,1.386393051,1.655575788
4.57E-01,4.79E+01,44.72788863,-5.70E-01,1.71E+01,3.63E+00,-0.445603224,1.378079926,1.636638575
4.58E-01,4.89E+01,45.78857127,-3.38E-01,1.71E+01,3.63E+00,-0.411251988,1.371849522,1.617264955
4.58E-01,4.98E+01,46.73998336,-1.82E-01,1.72E+01,3.63E+00,-0.377691381,1.367581483,1.597228737
4.58E-01,5.08E+01,47.68546291,-2.15E-01,1.74E+01,3.63E+00,-0.345411514,1.365075031,1.576362909
4.58E-01,5.17E+01,48.63955615,-3.79E-01,1.74E+01,3.63E+00,-0.314820313,1.364098466,1.554552986
4.58E-01,5.27E+01,49.81114708,-4.95E-01,1.72E+01,3.63E+00,-0.286248648,1.364422413,1.531730172
4.58E-01,5.40E+01,51.18425543,-4.89E-01,1.71E+01,3.63E+00,-0.259953296,1.36583342,1.507863945
4.58E-01,5.51E+01,52.39499904,-3.39E-01,1.71E+01,3.63E+00,-0.236114013,1.368142905,1.48295247
4.58E-01,5.60E+01,53.31085072,5.37E-02,1.72E+01,3.63E+00,-0.214827502,1.371190106,1.457023715
4.58E-01,5.68E+01,54.07597893,5.54E-01,1.73E+01,3.63E+00,-0.19610112,1.37483111,1.430149537
4.58E-01,5.76E+01,54.88906218,7.50E-01,1.73E+01,3.63E+00,-0.179846755,1.378922638,1.402456269
4.59E-01,5.86E+01,55.92191441,5.88E-01,1.74E+01,3.63E+00,-0.165879714,1.383315666,1.374124159
4.59E-01,5.97E+01,57.09751273,4.81E-01,1.73E+01,3.63E+00,-0.153930998,1.387860207,1.345375888
4.59E-01,6.07E+01,58.20375488,6.60E-01,1.74E+01,3.63E+00,-0.143676246,1.392414014,1.316452575
4.59E-01,6.17E+01,59.15346491,8.68E-01,1.75E+01,3.63E+00,-0.134773723,1.396852935,1.287582811
4.59E-01,6.26E+01,60.00095081,9.61E-01,1.77E+01,3.63E+00,-0.126898955,1.401082897,1.258959001
4.59E-01,6.37E+01,61.03643101,1.33E+00,1.80E+01,3.63E+00,-0.119768751,1.405048122,1.230729474
4.59E-01,6.50E+01,62.36385994,2.02E+00,1.81E+01,3.63E+00,-0.113152074,1.408730972,1.203000703
4.59E-01,6.60E+01,63.36393744,2.34E+00,1.82E+01,3.63E+00,-0.106870675,1.41214473,1.175842338
4.59E-01,6.64E+01,63.79849467,2.08E+00,1.83E+01,3.63E+00,-0.100796067,1.415321466,1.149294514
4.59E-01,6.73E+01,64.65739286,1.89E+00,1.84E+01,3.63E+00,-0.094844303,1.418300081,1.123378684
4.60E-01,6.90E+01,66.45474299,2.07E+00,1.83E+01,3.63E+00,-0.088968916,1.421119445,1.098108646
4.60E-01,7.06E+01,68.21383362,2.37E+00,1.82E+01,3.63E+00,-0.08315714,1.423813525,1.073495273
4.60E-01,7.14E+01,69.01463415,2.64E+00,1.83E+01,3.63E+00,-0.077431223,1.426406999,1.049544755
4.60E-01,7.16E+01,69.03865344,2.95E+00,1.86E+01,3.63E+00,-0.071850468,1.428915157,1.026254516
4.60E-01,7.17E+01,69.10572775,3.17E+00,1.90E+01,3.63E+00,-0.066507803,1.431347583,1.003608895
4.60E-01,7.26E+01,69.90233999,3.09E+00,1.92E+01,3.63E+00,-0.061516513,1.433712663,0.981577206
4.60E-01,7.38E+01,71.21563372,2.81E+00,1.92E+01,3.63E+00,-0.056990764,1.436020442,0.960115117
4.60E-01,7.48E+01,72.19979892,2.71E+00,1.92E+01,3.63E+00,-0.053029393,1.43828189,0.939167359
4.60E-01,7.52E+01,72.63724034,2.89E+00,1.93E+01,3.63E+00,-0.049706973,1.440506996,0.918672709
4.60E-01,7.56E+01,72.99382476,3.16E+00,1.93E+01,3.63E+00,-0.047068128,1.442704689,0.898573034
4.61E-01,7.60E+01,73.49884556,3.37E+00,1.92E+01,3.63E+00,-0.045121468,1.444883574,0.878823353
4.61E-01,7.66E+01,74.03602129,3.48E+00,1.92E+01,3.63E+00,-0.043835494,1.44705267,0.859398647
4.61E-01,7.70E+01,74.49569397,3.55E+00,1.93E+01,3.63E+00,-0.043141044,1.449221822,0.840296492
4.61E-01,7.75E+01,74.98258557,3.61E+00,1.94E+01,3.63E+00,-0.042940083,1.451401205,0.82153632
4.61E-01,7.83E+01,75.7216376,3.56E+00,1.96E+01,3.63E+00,-0.043114478,1.453601083,0.803156596
4.61E-01,7.92E+01,76.60819525,3.36E+00,1.97E+01,3.63E+00,-0.043529103,1.455831802,0.785211556
4.61E-01,7.98E+01,77.21696129,3.14E+00,1.97E+01,3.63E+00,-0.044031287,1.4581024,0.767768139
4.61E-01,7.99E+01,77.40618412,2.96E+00,1.97E+01,3.63E+00,-0.044452262,1.460418954,0.750902698
4.61E-01,8.00E+01,77.48022117,2.87E+00,1.96E+01,3.63E+00,-0.044610788,1.462784995,0.734698105
4.61E-01,8.02E+01,77.7042135,3.04E+00,1.97E+01,3.63E+00,-0.044317329,1.465203467,0.719241672
4.62E-01,8.07E+01,78.09620245,3.38E+00,1.99E+01,3.63E+00,-0.043383708,1.467678616,0.70462179
4.62E-01,8.12E+01,78.65474881,3.61E+00,2.00E+01,3.63E+00,-0.041638787,1.470217537,0.690922254
4.62E-01,8.19E+01,79.39457044,3.62E+00,1.99E+01,3.63E+00,-0.038939796,1.47283189,0.678216122
4.62E-01,8.27E+01,80.21399765,3.42E+00,1.97E+01,3.63E+00,-0.035174773,1.475539119,0.666560184
4.62E-01,8.32E+01,80.80420731,2.98E+00,1.95E+01,3.63E+00,-0.03026285,1.478361614,0.655989795
4.62E-01,8.32E+01,80.8370958,2.52E+00,1.96E+01,3.63E+00,-0.024158219,1.481324059,0.646514726
4.62E-01,8.30E+01,80.58288447,2.53E+00,1.98E+01,3.63E+00,-0.016854874,1.484451521,0.638117784
4.62E-01,8.32E+01,80.76896644,3.18E+00,1.98E+01,3.63E+00,-0.008384655,1.487769335,0.630757157
4.62E-01,8.38E+01,81.40996122,3.77E+00,1.96E+01,3.63E+00,0.00119049,1.491302578,0.624370277
4.62E-01,8.41E+01,81.74416134,3.60E+00,1.96E+01,3.63E+00,0.011783475,1.495073722,0.618876813
4.63E-01,8.39E+01,81.43675213,2.96E+00,2.00E+01,3.63E+00,0.023283351,1.499100694,0.614181527
4.63E-01,8.35E+01,80.89610595,2.53E+00,2.04E+01,3.63E+00,0.035558826,1.503397145,0.610178238
4.63E-01,8.32E+01,80.60808648,2.43E+00,2.05E+01,3.63E+00,0.048464849,1.507973532,0.606754072
4.63E-01,8.35E+01,80.9004121,2.45E+00,2.06E+01,3.63E+00,0.061849617,1.512837524,0.60379275
4.63E-01,8.44E+01,81.8147637,2.52E+00,2.07E+01,3.63E+00,0.075562288,1.517994084,0.601177638
4.63E-01,8.53E+01,82.64594437,2.59E+00,2.09E+01,3.63E+00,0.089461133,1.523445364,0.598795311
4.63E-01,8.54E+01,82.73131364,2.53E+00,2.11E+01,3.63E+00,0.103417849,1.529189606,0.596537215
4.63E-01,8.54E+01,82.67330015,2.41E+00,2.14E+01,3.63E+00,0.117317034,1.53521987,0.594298822
4.63E-01,8.61E+01,83.30803992,2.38E+00,2.16E+01,3.63E+00,0.13105567,1.541524391,0.591980446
4.63E-01,8.70E+01,84.23901595,2.42E+00,2.17E+01,3.63E+00,0.144543321,1.548087176,0.589490464
4.64E-01,8.74E+01,84.59363417,2.35E+00,2.19E+01,3.63E+00,0.15770053,1.554886449,0.586746864
4.64E-01,8.72E+01,84.26683814,2.19E+00,2.23E+01,3.63E+00,0.170457947,1.561892437,0.583677029
4.64E-01,8.69E+01,83.7768978,2.03E+00,2.30E+01,3.63E+00,0.182758744,1.569067765,0.580219196
4.64E-01,8.69E+01,83.63589754,1.94E+00,2.35E+01,3.63E+00,0.194561966,1.576370813,0.57632529
4.64E-01,8.74E+01,84.03521507,1.94E+00,2.39E+01,3.63E+00,0.205843888,1.583759713,0.571961892
4.64E-01,8.81E+01,84.66802944,1.97E+00,2.42E+01,3.63E+00,0.216595564,1.591194875,0.567108294
4.64E-01,8.85E+01,84.99493465,1.95E+00,2.45E+01,3.63E+00,0.226816212,1.598638867,0.561752908
4.64E-01,8.85E+01,84.93729485,1.92E+00,2.49E+01,3.63E+00,0.236504975,1.606054823,0.555890004
4.64E-01,8.87E+01,84.97311081,2.00E+00,2.52E+01,3.63E+00,0.245654339,1.613406494,0.549518453
4.64E-01,8.91E+01,85.39840952,2.15E+00,2.54E+01,3.63E+00,0.25424704,1.620660593,0.542642046
4.65E-01,8.98E+01,85.94060662,2.02E+00,2.58E+01,3.63E+00,0.262255353,1.627788209,0.535269324
4.65E-01,9.03E+01,86.21062031,1.40E+00,2.67E+01,3.63E+00,0.269640038,1.634763502,0.527412058
4.65E-01,9.04E+01,86.09714189,8.72E-01,2.74E+01,3.63E+00,0.276350955,1.641562532,0.519084275
4.65E-01,9.02E+01,85.7987033,1.15E+00,2.79E+01,3.63E+00,0.282333885,1.648164395,0.510303702
4.65E-01,9.04E+01,85.88155883,1.86E+00,2.81E+01,3.63E+00,0.287541574,1.654553144,0.501095003
4.65E-01,9.13E+01,86.79900135,2.02E+00,2.84E+01,3.63E+00,0.291940795,1.660718646,0.49149272
4.65E-01,9.25E+01,87.99291,1.61E+00,2.86E+01,3.63E+00,0.295510878,1.666655444,0.481541933
4.65E-01,9.30E+01,88.37110487,1.35E+00,2.89E+01,3.63E+00,0.298238625,1.67235997,0.471296741
4.65E-01,9.26E+01,87.83235262,1.41E+00,2.94E+01,3.63E+00,0.300114713,1.677828191,0.460818442
4.65E-01,9.23E+01,87.38037936,1.57E+00,2.98E+01,3.63E+00,0.301130864,1.683054901,0.45017467
4.66E-01,9.27E+01,87.64498203,1.75E+00,3.01E+01,3.63E+00,0.301278676,1.688034578,0.439440309
4.66E-01,9.33E+01,88.17318378,1.97E+00,3.03E+01,3.63E+00,0.300550681,1.692762424,0.428699142
4.66E-01,9.35E+01,88.36009221,2.07E+00,3.06E+01,3.63E+00,0.29894052,1.69723352,0.418043737
4.66E-01,9.35E+01,88.15860957,1.98E+00,3.10E+01,3.63E+00,0.296443062,1.701441411,0.40757491
4.66E-01,9.32E+01,87.77616111,1.78E+00,3.14E+01,3.63E+00,0.29305711,1.705378848,0.397404
4.66E-01,9.31E+01,87.52983257,1.69E+00,3.17E+01,3.63E+00,0.288788675,1.709039759,0.387656607
4.66E-01,9.35E+01,87.85318084,1.85E+00,3.20E+01,3.63E+00,0.283653023,1.712420091,0.378473597
4.66E-01,9.44E+01,88.60201795,2.30E+00,3.26E+01,3.63E+00,0.277676383,1.715517097,0.370007917
4.66E-01,9.50E+01,89.02672687,2.75E+00,3.30E+01,3.63E+00,0.270895315,1.718327971,0.362418469
4.66E-01,9.50E+01,88.96419646,2.82E+00,3.32E+01,3.63E+00,0.263352299,1.720848752,0.355863322
4.67E-01,9.50E+01,88.88840292,2.54E+00,3.34E+01,3.63E+00,0.255091883,1.723074051,0.350494782
4.67E-01,9.53E+01,89.10940534,2.45E+00,3.36E+01,3.63E+00,0.246159512,1.724997775,0.346457124
4.67E-01,9.57E+01,89.54115543,2.89E+00,3.37E+01,3.63E+00,0.236600747,1.726614856,0.343886797
4.67E-01,9.59E+01,89.70071711,3.42E+00,3.38E+01,3.63E+00,0.22645905,1.727922325,0.342912781
4.67E-01,9.57E+01,89.38143254,3.47E+00,3.40E+01,3.63E+00,0.215772135,1.728917608,0.343653338
4.67E-01,9.55E+01,89.14796326,3.21E+00,3.42E+01,3.63E+00,0.204569982,1.729596179,0.346210832
4.67E-01,9.58E+01,89.40070595,3.12E+00,3.43E+01,3.63E+00,0.192876151,1.729951684,0.350669397
4.67E-01,9.60E+01,89.60622309,3.27E+00,3.44E+01,3.63E+00,0.180710389,1.72997641,0.357095678
4.67E-01,9.58E+01,89.2592308,3.46E+00,3.47E+01,3.63E+00,0.168089437,1.729658724,0.365539913
4.67E-01,9.57E+01,88.9795884,3.64E+00,3.50E+01,3.63E+00,0.155024021,1.728979541,0.376036734
4.68E-01,9.61E+01,89.48665052,3.88E+00,3.50E+01,3.63E+00,0.141515876,1.727912006,0.38860756
4.68E-01,9.68E+01,90.27774063,3.99E+00,3.48E+01,3.63E+00,0.12755896,1.72642333,0.403263964
4.68E-01,9.69E+01,90.39682599,3.76E+00,3.47E+01,3.63E+00,0.113141787,1.724475565,0.420008656
4.68E-01,9.62E+01,89.60317709,3.34E+00,3.49E+01,3.63E+00,0.098247225,1.722026245,0.438834305
4.68E-01,9.53E+01,88.55759192,3.25E+00,3.51E+01,3.63E+00,0.082851949,1.719030749,0.459722909
4.68E-01,9.51E+01,88.26534492,3.69E+00,3.52E+01,3.63E+00,0.066930278,1.715446349,0.482646755
4.68E-01,9.56E+01,88.84813904,4.13E+00,3.52E+01,3.63E+00,0.050462045,1.711236589,0.507570241
4.68E-01,9.61E+01,89.30989933,4.11E+00,3.52E+01,3.63E+00,0.033438296,1.70637405,0.534451416
4.68E-01,9.59E+01,89.09223689,3.94E+00,3.53E+01,3.63E+00,0.015862643,1.7008415,0.563243857
4.68E-01,9.56E+01,88.77904006,4.06E+00,3.52E+01,3.63E+00,-0.002248096,1.694633057,0.593899938
4.69E-01,9.58E+01,88.97939227,4.35E+00,3.51E+01,3.63E+00,-0.020863602,1.687755224,0.626373607
4.69E-01,9.62E+01,89.54825897,4.43E+00,3.50E+01,3.63E+00,-0.039943738,1.680226629,0.660619547
4.69E-01,9.65E+01,89.88042816,4.26E+00,3.48E+01,3.63E+00,-0.059446234,1.672076148,0.69658798
4.69E-01,9.61E+01,89.54576591,4.04E+00,3.48E+01,3.63E+00,-0.079333251,1.663340392,0.734217327
4.69E-01,9.55E+01,88.80788079,3.97E+00,3.49E+01,3.63E+00,-0.099572284,1.654063648,0.773428103
4.69E-01,9.52E+01,88.45470886,4.12E+00,3.49E+01,3.63E+00,-0.120131594,1.644302192,0.814120817
4.69E-01,9.54E+01,88.75546703,4.39E+00,3.47E+01,3.63E+00,-0.140975795,1.634129972,0.856178466
4.69E-01,9.55E+01,88.99317295,4.56E+00,3.45E+01,3.63E+00,-0.162068729,1.623640381,0.89947043
4.69E-01,9.53E+01,88.78585138,4.53E+00,3.43E+01,3.63E+00,-0.183381601,1.612941986,0.943853448
