Madymo Validation 03.26.2021
Explico Engineering Co. DRD
--

Time (s), /2/2049 ( /Scaled_Hybrid_III_50th/NeckUp_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2052 ( /Scaled_Hybrid_III_50th/NeckUp_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/2041 ( /Scaled_Hybrid_III_50th/NeckLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2044 ( /Scaled_Hybrid_III_50th/NeckLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/5026 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/5029 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC1000 - -
1.788000E-01, 2.836744E+00, 8.906610E-01, 4.159826E+00, 6.398166E+00, -1.236845E+01, 2.183927E+01
1.789000E-01, 2.760142E+00, 8.953670E-01, 4.066814E+00, 6.423889E+00, -1.301632E+01, 2.189381E+01
1.790000E-01, 2.683482E+00, 9.001466E-01, 3.973757E+00, 6.449511E+00, -1.366653E+01, 2.194854E+01
1.791000E-01, 2.606809E+00, 9.049982E-01, 3.880713E+00, 6.475029E+00, -1.431883E+01, 2.200344E+01
1.792000E-01, 2.530169E+00, 9.099201E-01, 3.787738E+00, 6.500442E+00, -1.497300E+01, 2.205851E+01
1.793000E-01, 2.453606E+00, 9.149107E-01, 3.694888E+00, 6.525749E+00, -1.562880E+01, 2.211376E+01
1.794000E-01, 2.377161E+00, 9.199681E-01, 3.602216E+00, 6.550949E+00, -1.628602E+01, 2.216917E+01
1.795000E-01, 2.300877E+00, 9.250908E-01, 3.509774E+00, 6.576039E+00, -1.694446E+01, 2.222473E+01
1.796000E-01, 2.224791E+00, 9.302769E-01, 3.417610E+00, 6.601020E+00, -1.760391E+01, 2.228044E+01
1.797000E-01, 2.148939E+00, 9.355248E-01, 3.325768E+00, 6.625890E+00, -1.826418E+01, 2.233629E+01
1.798000E-01, 2.073349E+00, 9.408327E-01, 3.234283E+00, 6.650650E+00, -1.892507E+01, 2.239225E+01
1.799000E-01, 1.998049E+00, 9.461989E-01, 3.143191E+00, 6.675299E+00, -1.958640E+01, 2.244832E+01
1.800000E-01, 1.923067E+00, 9.516217E-01, 3.052524E+00, 6.699837E+00, -2.024793E+01, 2.250449E+01
1.801000E-01, 1.848428E+00, 9.570994E-01, 2.962315E+00, 6.724265E+00, -2.090945E+01, 2.256074E+01
1.802000E-01, 1.774158E+00, 9.626301E-01, 2.872595E+00, 6.748582E+00, -2.157071E+01, 2.261705E+01
1.803000E-01, 1.700285E+00, 9.682120E-01, 2.783399E+00, 6.772788E+00, -2.223145E+01, 2.267343E+01
1.804000E-01, 1.626834E+00, 9.738430E-01, 2.694758E+00, 6.796886E+00, -2.289142E+01, 2.272985E+01
1.805000E-01, 1.553803E+00, 9.795210E-01, 2.606668E+00, 6.820876E+00, -2.355034E+01, 2.278632E+01
1.806000E-01, 1.481202E+00, 9.852437E-01, 2.519142E+00, 6.844762E+00, -2.420791E+01, 2.284283E+01
1.807000E-01, 1.409191E+00, 9.910096E-01, 2.432381E+00, 6.868548E+00, -2.486393E+01, 2.289937E+01
1.808000E-01, 1.337975E+00, 9.968186E-01, 2.346639E+00, 6.892237E+00, -2.551824E+01, 2.295595E+01
1.809000E-01, 1.266932E+00, 1.002673E+00, 2.261134E+00, 6.915820E+00, -2.617026E+01, 2.301257E+01
1.810000E-01, 1.194461E+00, 1.008577E+00, 2.173872E+00, 6.939273E+00, -2.681863E+01, 2.306922E+01
1.811000E-01, 1.120300E+00, 1.014537E+00, 2.084555E+00, 6.962545E+00, -2.746237E+01, 2.312589E+01
1.812000E-01, 1.046744E+00, 1.020556E+00, 1.996094E+00, 6.985579E+00, -2.810186E+01, 2.318260E+01
1.813000E-01, 9.760423E-01, 1.026635E+00, 1.911321E+00, 7.008326E+00, -2.873785E+01, 2.323936E+01
1.814000E-01, 9.085186E-01, 1.032772E+00, 1.830639E+00, 7.030766E+00, -2.937042E+01, 2.329619E+01
1.815000E-01, 8.436893E-01, 1.038964E+00, 1.753436E+00, 7.052897E+00, -2.999928E+01, 2.335308E+01
1.816000E-01, 7.813229E-01, 1.045207E+00, 1.679416E+00, 7.074734E+00, -3.062422E+01, 2.341003E+01
1.817000E-01, 7.213735E-01, 1.051500E+00, 1.608521E+00, 7.096289E+00, -3.124513E+01, 2.346707E+01
1.818000E-01, 6.637797E-01, 1.057841E+00, 1.540668E+00, 7.117577E+00, -3.186186E+01, 2.352418E+01
1.819000E-01, 6.084165E-01, 1.064226E+00, 1.475699E+00, 7.138611E+00, -3.247428E+01, 2.358136E+01
1.820000E-01, 5.551547E-01, 1.070654E+00, 1.413450E+00, 7.159404E+00, -3.308222E+01, 2.363862E+01
1.821000E-01, 5.040992E-01, 1.077123E+00, 1.354046E+00, 7.179970E+00, -3.368562E+01, 2.369596E+01
1.822000E-01, 4.555757E-01, 1.083632E+00, 1.297881E+00, 7.200323E+00, -3.428458E+01, 2.375336E+01
1.823000E-01, 4.087777E-01, 1.090187E+00, 1.243949E+00, 7.220471E+00, -3.487868E+01, 2.381083E+01
1.824000E-01, 3.609127E-01, 1.096794E+00, 1.188830E+00, 7.240396E+00, -3.546627E+01, 2.386833E+01
1.825000E-01, 3.104924E-01, 1.103463E+00, 1.130754E+00, 7.260041E+00, -3.604578E+01, 2.392582E+01
1.826000E-01, 2.603929E-01, 1.110202E+00, 1.073350E+00, 7.279320E+00, -3.661758E+01, 2.398330E+01
1.827000E-01, 2.146491E-01, 1.117013E+00, 1.021628E+00, 7.298154E+00, -3.718303E+01, 2.404081E+01
1.828000E-01, 1.745285E-01, 1.123895E+00, 9.771393E-01, 7.316500E+00, -3.774274E+01, 2.409836E+01
1.829000E-01, 1.393747E-01, 1.130841E+00, 9.390500E-01, 7.334354E+00, -3.829653E+01, 2.415595E+01
1.830000E-01, 1.085924E-01, 1.137850E+00, 9.066072E-01, 7.351737E+00, -3.884425E+01, 2.421359E+01
1.831000E-01, 8.194765E-02, 1.144916E+00, 8.795070E-01, 7.368680E+00, -3.938582E+01, 2.427128E+01
1.832000E-01, 5.925865E-02, 1.152037E+00, 8.575110E-01, 7.385211E+00, -3.992122E+01, 2.432904E+01
1.833000E-01, 4.030770E-02, 1.159211E+00, 8.403368E-01, 7.401356E+00, -4.045042E+01, 2.438687E+01
1.834000E-01, 2.488422E-02, 1.166436E+00, 8.277122E-01, 7.417133E+00, -4.097341E+01, 2.444479E+01
1.835000E-01, 1.280620E-02, 1.173708E+00, 8.194012E-01, 7.432560E+00, -4.149025E+01, 2.450281E+01
1.836000E-01, 3.913373E-03, 1.181026E+00, 8.151963E-01, 7.447651E+00, -4.200094E+01, 2.456095E+01
1.837000E-01, -1.943464E-03, 1.188387E+00, 8.149038E-01, 7.462421E+00, -4.250544E+01, 2.461920E+01
1.838000E-01, -4.907208E-03, 1.195787E+00, 8.183386E-01, 7.476881E+00, -4.300373E+01, 2.467756E+01
1.839000E-01, -5.113128E-03, 1.203226E+00, 8.253252E-01, 7.491043E+00, -4.349580E+01, 2.473604E+01
1.840000E-01, -2.687126E-03, 1.210699E+00, 8.357002E-01, 7.504919E+00, -4.398166E+01, 2.479464E+01
1.841000E-01, 2.253521E-03, 1.218204E+00, 8.493114E-01, 7.518521E+00, -4.446129E+01, 2.485336E+01
1.842000E-01, 9.598605E-03, 1.225739E+00, 8.660157E-01, 7.531859E+00, -4.493468E+01, 2.491220E+01
1.843000E-01, 1.924396E-02, 1.233301E+00, 8.856777E-01, 7.544942E+00, -4.540180E+01, 2.497117E+01
1.844000E-01, 3.109077E-02, 1.240888E+00, 9.081690E-01, 7.557780E+00, -4.586263E+01, 2.503025E+01
1.845000E-01, 4.504494E-02, 1.248496E+00, 9.333673E-01, 7.570383E+00, -4.631714E+01, 2.508946E+01
1.846000E-01, 6.101646E-02, 1.256124E+00, 9.611556E-01, 7.582760E+00, -4.676528E+01, 2.514877E+01
1.847000E-01, 7.891952E-02, 1.263769E+00, 9.914220E-01, 7.594918E+00, -4.720702E+01, 2.520821E+01
1.848000E-01, 9.867332E-02, 1.271429E+00, 1.024062E+00, 7.606868E+00, -4.764232E+01, 2.526775E+01
1.849000E-01, 1.202002E-01, 1.279101E+00, 1.058973E+00, 7.618617E+00, -4.807116E+01, 2.532738E+01
1.850000E-01, 1.434182E-01, 1.286783E+00, 1.096049E+00, 7.630172E+00, -4.849348E+01, 2.538708E+01
1.851000E-01, 1.682459E-01, 1.294473E+00, 1.135185E+00, 7.641539E+00, -4.890918E+01, 2.544696E+01
1.852000E-01, 1.946488E-01, 1.302169E+00, 1.176334E+00, 7.652720E+00, -4.931820E+01, 2.550728E+01
1.853000E-01, 2.226768E-01, 1.309868E+00, 1.219561E+00, 7.663714E+00, -4.972078E+01, 2.556817E+01
1.854000E-01, 2.524018E-01, 1.317569E+00, 1.264959E+00, 7.674522E+00, -5.011744E+01, 2.562952E+01
1.855000E-01, 2.838179E-01, 1.325270E+00, 1.312519E+00, 7.685144E+00, -5.050857E+01, 2.569116E+01
1.856000E-01, 3.168464E-01, 1.332968E+00, 1.362138E+00, 7.695584E+00, -5.089430E+01, 2.575304E+01
1.857000E-01, 3.514016E-01, 1.340663E+00, 1.413705E+00, 7.705848E+00, -5.127464E+01, 2.581516E+01
1.858000E-01, 3.874116E-01, 1.348352E+00, 1.467127E+00, 7.715944E+00, -5.164957E+01, 2.587752E+01
1.859000E-01, 4.248069E-01, 1.356034E+00, 1.522312E+00, 7.725878E+00, -5.201907E+01, 2.594008E+01
1.860000E-01, 4.635163E-01, 1.363707E+00, 1.579167E+00, 7.735659E+00, -5.238311E+01, 2.600283E+01
1.861000E-01, 5.034705E-01, 1.371368E+00, 1.637603E+00, 7.745293E+00, -5.274165E+01, 2.606575E+01
1.862000E-01, 5.446023E-01, 1.379018E+00, 1.697530E+00, 7.754788E+00, -5.309459E+01, 2.612881E+01
1.863000E-01, 5.868457E-01, 1.386653E+00, 1.758864E+00, 7.764151E+00, -5.344185E+01, 2.619201E+01
1.864000E-01, 6.301361E-01, 1.394273E+00, 1.821519E+00, 7.773387E+00, -5.378329E+01, 2.625533E+01
1.865000E-01, 6.744120E-01, 1.401875E+00, 1.885416E+00, 7.782505E+00, -5.411880E+01, 2.631875E+01
1.866000E-01, 7.196150E-01, 1.409457E+00, 1.950477E+00, 7.791509E+00, -5.444822E+01, 2.638227E+01
1.867000E-01, 7.656901E-01, 1.417019E+00, 2.016631E+00, 7.800406E+00, -5.477143E+01, 2.644588E+01
1.868000E-01, 8.125854E-01, 1.424559E+00, 2.083810E+00, 7.809201E+00, -5.508831E+01, 2.650956E+01
1.869000E-01, 8.602515E-01, 1.432074E+00, 2.151949E+00, 7.817901E+00, -5.539873E+01, 2.657331E+01
1.870000E-01, 9.086407E-01, 1.439563E+00, 2.220985E+00, 7.826510E+00, -5.570258E+01, 2.663712E+01
1.871000E-01, 9.577066E-01, 1.447026E+00, 2.290858E+00, 7.835034E+00, -5.599978E+01, 2.670098E+01
1.872000E-01, 1.007404E+00, 1.454459E+00, 2.361507E+00, 7.843477E+00, -5.629025E+01, 2.676487E+01
1.873000E-01, 1.057689E+00, 1.461862E+00, 2.432877E+00, 7.851846E+00, -5.657392E+01, 2.682880E+01
1.874000E-01, 1.108519E+00, 1.469232E+00, 2.504909E+00, 7.860145E+00, -5.685078E+01, 2.689275E+01
1.875000E-01, 1.159852E+00, 1.476570E+00, 2.577549E+00, 7.868379E+00, -5.712079E+01, 2.695671E+01
1.876000E-01, 1.211645E+00, 1.483872E+00, 2.650741E+00, 7.876552E+00, -5.738398E+01, 2.702067E+01
1.877000E-01, 1.263859E+00, 1.491138E+00, 2.724433E+00, 7.884670E+00, -5.764037E+01, 2.708462E+01
1.878000E-01, 1.316452E+00, 1.498365E+00, 2.798569E+00, 7.892738E+00, -5.788999E+01, 2.714854E+01
1.879000E-01, 1.369383E+00, 1.505554E+00, 2.873097E+00, 7.900760E+00, -5.813292E+01, 2.721244E+01
1.880000E-01, 1.422611E+00, 1.512702E+00, 2.947962E+00, 7.908741E+00, -5.836923E+01, 2.727628E+01
1.881000E-01, 1.476097E+00, 1.519807E+00, 3.023111E+00, 7.916686E+00, -5.859903E+01, 2.734007E+01
1.882000E-01, 1.529798E+00, 1.526869E+00, 3.098491E+00, 7.924600E+00, -5.882242E+01, 2.740378E+01
1.883000E-01, 1.583677E+00, 1.533886E+00, 3.174049E+00, 7.932487E+00, -5.903952E+01, 2.746742E+01
1.884000E-01, 1.637692E+00, 1.540857E+00, 3.249734E+00, 7.940351E+00, -5.925047E+01, 2.753097E+01
1.885000E-01, 1.691804E+00, 1.547781E+00, 3.325493E+00, 7.948198E+00, -5.945540E+01, 2.759442E+01
1.886000E-01, 1.745973E+00, 1.554656E+00, 3.401272E+00, 7.956032E+00, -5.965443E+01, 2.765774E+01
1.887000E-01, 1.800157E+00, 1.561482E+00, 3.477019E+00, 7.963857E+00, -5.984770E+01, 2.772094E+01
1.888000E-01, 1.854316E+00, 1.568256E+00, 3.552678E+00, 7.971677E+00, -6.003534E+01, 2.778401E+01
1.889000E-01, 1.908408E+00, 1.574978E+00, 3.628197E+00, 7.979498E+00, -6.021745E+01, 2.784692E+01
1.890000E-01, 1.962394E+00, 1.581648E+00, 3.703525E+00, 7.987323E+00, -6.039418E+01, 2.790969E+01
1.891000E-01, 2.016237E+00, 1.588263E+00, 3.778611E+00, 7.995157E+00, -6.056563E+01, 2.797231E+01
1.892000E-01, 2.069898E+00, 1.594823E+00, 3.853407E+00, 8.003003E+00, -6.073192E+01, 2.803476E+01
1.893000E-01, 2.123343E+00, 1.601327E+00, 3.927866E+00, 8.010866E+00, -6.089318E+01, 2.809706E+01
1.894000E-01, 2.176538E+00, 1.607774E+00, 4.001945E+00, 8.018750E+00, -6.104952E+01, 2.815918E+01
1.895000E-01, 2.229443E+00, 1.614162E+00, 4.075591E+00, 8.026657E+00, -6.120105E+01, 2.822111E+01
1.896000E-01, 2.282015E+00, 1.620493E+00, 4.148748E+00, 8.034590E+00, -6.134782E+01, 2.828293E+01
1.897000E-01, 2.334244E+00, 1.626763E+00, 4.221404E+00, 8.042547E+00, -6.148989E+01, 2.834485E+01
1.898000E-01, 2.386190E+00, 1.632974E+00, 4.293635E+00, 8.050527E+00, -6.162759E+01, 2.840703E+01
1.899000E-01, 2.437940E+00, 1.639124E+00, 4.365556E+00, 8.058525E+00, -6.176148E+01, 2.846935E+01
1.900000E-01, 2.489513E+00, 1.645213E+00, 4.437189E+00, 8.066542E+00, -6.189198E+01, 2.853165E+01
1.901000E-01, 2.540850E+00, 1.651240E+00, 4.508459E+00, 8.074577E+00, -6.201925E+01, 2.859388E+01
1.902000E-01, 2.591881E+00, 1.657206E+00, 4.579275E+00, 8.082636E+00, -6.214333E+01, 2.865604E+01
1.903000E-01, 2.642551E+00, 1.663109E+00, 4.649563E+00, 8.090721E+00, -6.226430E+01, 2.871812E+01
1.904000E-01, 2.692808E+00, 1.668950E+00, 4.719260E+00, 8.098840E+00, -6.238220E+01, 2.878013E+01
1.905000E-01, 2.742606E+00, 1.674728E+00, 4.788302E+00, 8.106996E+00, -6.249707E+01, 2.884205E+01
1.906000E-01, 2.791898E+00, 1.680443E+00, 4.856630E+00, 8.115194E+00, -6.260892E+01, 2.890387E+01
1.907000E-01, 2.840641E+00, 1.686095E+00, 4.924188E+00, 8.123436E+00, -6.271777E+01, 2.896559E+01
1.908000E-01, 2.888797E+00, 1.691682E+00, 4.990925E+00, 8.131728E+00, -6.282361E+01, 2.902722E+01
1.909000E-01, 2.936329E+00, 1.697206E+00, 5.056795E+00, 8.140070E+00, -6.292646E+01, 2.908875E+01
1.910000E-01, 2.983204E+00, 1.702666E+00, 5.121755E+00, 8.148465E+00, -6.302630E+01, 2.915018E+01
1.911000E-01, 3.029393E+00, 1.708061E+00, 5.185765E+00, 8.156915E+00, -6.312316E+01, 2.921153E+01
1.912000E-01, 3.074867E+00, 1.713392E+00, 5.248790E+00, 8.165427E+00, -6.321706E+01, 2.927279E+01
1.913000E-01, 3.119604E+00, 1.718658E+00, 5.310800E+00, 8.174009E+00, -6.330803E+01, 2.933397E+01
1.914000E-01, 3.163586E+00, 1.723858E+00, 5.371770E+00, 8.182675E+00, -6.339613E+01, 2.939506E+01
1.915000E-01, 3.206787E+00, 1.728991E+00, 5.431670E+00, 8.191439E+00, -6.348142E+01, 2.945608E+01
1.916000E-01, 3.249162E+00, 1.734055E+00, 5.490438E+00, 8.200304E+00, -6.356399E+01, 2.951711E+01
1.917000E-01, 3.290700E+00, 1.739050E+00, 5.548058E+00, 8.209228E+00, -6.364394E+01, 2.957816E+01
1.918000E-01, 3.331542E+00, 1.743980E+00, 5.604724E+00, 8.218100E+00, -6.372129E+01, 2.963877E+01
1.919000E-01, 3.371741E+00, 1.748856E+00, 5.660517E+00, 8.226728E+00, -6.379613E+01, 2.969860E+01
1.920000E-01, 3.410423E+00, 1.753697E+00, 5.714237E+00, 8.234903E+00, -6.386909E+01, 2.976016E+01
1.921000E-01, 3.446594E+00, 1.758522E+00, 5.764506E+00, 8.242621E+00, -6.394099E+01, 2.982706E+01
1.922000E-01, 3.484546E+00, 1.763334E+00, 5.817186E+00, 8.250503E+00, -6.400956E+01, 2.988736E+01
1.923000E-01, 3.532754E+00, 1.768073E+00, 5.884002E+00, 8.260321E+00, -6.406949E+01, 2.991226E+01
1.924000E-01, 3.572086E+00, 1.772570E+00, 5.938904E+00, 8.275207E+00, -6.413091E+01, 2.995133E+01
1.925000E-01, 3.540982E+00, 1.776523E+00, 5.897030E+00, 8.298666E+00, -6.423194E+01, 3.020305E+01
1.926000E-01, 3.414743E+00, 1.779558E+00, 5.722690E+00, 8.332279E+00, -6.440088E+01, 3.080735E+01
1.927000E-01, 3.261929E+00, 1.781371E+00, 5.507646E+00, 8.374416E+00, -6.464027E+01, 3.163304E+01
1.928000E-01, 3.156159E+00, 1.781820E+00, 5.352208E+00, 8.421746E+00, -6.499292E+01, 3.243211E+01
1.929000E-01, 3.089714E+00, 1.780915E+00, 5.247803E+00, 8.471533E+00, -6.545861E+01, 3.310577E+01
1.930000E-01, 3.016229E+00, 1.778737E+00, 5.133752E+00, 8.522222E+00, -6.585419E+01, 3.375776E+01
1.931000E-01, 2.933726E+00, 1.775378E+00, 5.007286E+00, 8.572634E+00, -6.607307E+01, 3.449814E+01
1.932000E-01, 2.878825E+00, 1.770929E+00, 4.916055E+00, 8.621505E+00, -6.625904E+01, 3.529459E+01
1.933000E-01, 2.862618E+00, 1.765479E+00, 4.874561E+00, 8.667917E+00, -6.652878E+01, 3.608397E+01
1.934000E-01, 2.867830E+00, 1.759116E+00, 4.860451E+00, 8.712046E+00, -6.689115E+01, 3.684867E+01
1.935000E-01, 2.896406E+00, 1.751918E+00, 4.876325E+00, 8.756065E+00, -6.733896E+01, 3.758510E+01
1.936000E-01, 2.976448E+00, 1.743921E+00, 4.958766E+00, 8.805098E+00, -6.783235E+01, 3.830436E+01
1.937000E-01, 3.030203E+00, 1.735087E+00, 5.006913E+00, 8.867327E+00, -6.832635E+01, 3.901570E+01
1.938000E-01, 2.776537E+00, 1.725285E+00, 4.655511E+00, 8.951225E+00, -6.878873E+01, 3.971724E+01
1.939000E-01, 2.030956E+00, 1.714326E+00, 3.664195E+00, 9.059544E+00, -6.921012E+01, 4.041953E+01
1.940000E-01, 1.000459E+00, 1.702090E+00, 2.301313E+00, 9.185588E+00, -6.962435E+01, 4.112756E+01
1.941000E-01, 1.752693E-02, 1.688661E+00, 1.000775E+00, 9.316858E+00, -7.005097E+01, 4.176172E+01
1.942000E-01, -7.940527E-01, 1.674345E+00, -7.229490E-02, 9.442593E+00, -7.045654E+01, 4.217029E+01
1.943000E-01, -1.470425E+00, 1.659547E+00, -9.631315E-01, 9.558972E+00, -7.081947E+01, 4.231037E+01
1.944000E-01, -2.062304E+00, 1.644586E+00, -1.740564E+00, 9.669744E+00, -7.117239E+01, 4.231511E+01
1.945000E-01, -2.665858E+00, 1.629590E+00, -2.532907E+00, 9.783063E+00, -7.154287E+01, 4.231760E+01
1.946000E-01, -3.518814E+00, 1.614505E+00, -3.650094E+00, 9.906060E+00, -7.190488E+01, 4.233918E+01
1.947000E-01, -4.747583E+00, 1.599197E+00, -5.256583E+00, 1.003889E+01, -7.223450E+01, 4.235828E+01
1.948000E-01, -6.018772E+00, 1.583587E+00, -6.919375E+00, 1.017309E+01, -7.257529E+01, 4.237167E+01
1.949000E-01, -6.909296E+00, 1.567741E+00, -8.088388E+00, 1.029824E+01, -7.298432E+01, 4.238609E+01
1.950000E-01, -7.463635E+00, 1.551844E+00, -8.820754E+00, 1.041030E+01, -7.345247E+01, 4.240239E+01
1.951000E-01, -7.969196E+00, 1.536082E+00, -9.489572E+00, 1.051238E+01, -7.393734E+01, 4.241754E+01
1.952000E-01, -8.530550E+00, 1.520562E+00, -1.023074E+01, 1.060994E+01, -7.442300E+01, 4.243037E+01
1.953000E-01, -9.107611E+00, 1.505320E+00, -1.099223E+01, 1.070699E+01, -7.491394E+01, 4.244138E+01
1.954000E-01, -9.683417E+00, 1.490355E+00, -1.175204E+01, 1.080466E+01, -7.541122E+01, 4.245087E+01
1.955000E-01, -1.028675E+01, 1.475673E+00, -1.254763E+01, 1.090076E+01, -7.590947E+01, 4.245861E+01
1.956000E-01, -1.089555E+01, 1.461322E+00, -1.335032E+01, 1.098986E+01, -7.641041E+01, 4.246488E+01
1.957000E-01, -1.133832E+01, 1.447424E+00, -1.393694E+01, 1.106490E+01, -7.693623E+01, 4.247128E+01
1.958000E-01, -1.143103E+01, 1.434175E+00, -1.406770E+01, 1.112110E+01, -7.751025E+01, 4.247949E+01
1.959000E-01, -1.122981E+01, 1.421793E+00, -1.381518E+01, 1.115964E+01, -7.812226E+01, 4.248890E+01
1.960000E-01, -1.096662E+01, 1.410443E+00, -1.348090E+01, 1.118685E+01, -7.873855E+01, 4.249741E+01
1.961000E-01, -1.078017E+01, 1.400189E+00, -1.324540E+01, 1.121000E+01, -7.933968E+01, 4.250393E+01
1.962000E-01, -1.066554E+01, 1.391012E+00, -1.310249E+01, 1.123403E+01, -7.992682E+01, 4.250869E+01
1.963000E-01, -1.059060E+01, 1.382854E+00, -1.301052E+01, 1.126107E+01, -8.050490E+01, 4.251218E+01
1.964000E-01, -1.054634E+01, 1.375644E+00, -1.295782E+01, 1.129137E+01, -8.107547E+01, 4.251458E+01
1.965000E-01, -1.053204E+01, 1.369319E+00, -1.294355E+01, 1.132437E+01, -8.163884E+01, 4.251601E+01
1.966000E-01, -1.054467E+01, 1.363819E+00, -1.296384E+01, 1.135934E+01, -8.219562E+01, 4.251658E+01
1.967000E-01, -1.058011E+01, 1.359090E+00, -1.301336E+01, 1.139576E+01, -8.274654E+01, 4.251640E+01
1.968000E-01, -1.063502E+01, 1.355079E+00, -1.308782E+01, 1.143327E+01, -8.329219E+01, 4.251557E+01
1.969000E-01, -1.070678E+01, 1.351734E+00, -1.318385E+01, 1.147165E+01, -8.383298E+01, 4.251417E+01
1.970000E-01, -1.079311E+01, 1.349006E+00, -1.329853E+01, 1.151078E+01, -8.436922E+01, 4.251228E+01
1.971000E-01, -1.089196E+01, 1.346849E+00, -1.342920E+01, 1.155054E+01, -8.490118E+01, 4.250997E+01
1.972000E-01, -1.100153E+01, 1.345221E+00, -1.357357E+01, 1.159085E+01, -8.542900E+01, 4.250732E+01
1.973000E-01, -1.112025E+01, 1.344083E+00, -1.372962E+01, 1.163161E+01, -8.595279E+01, 4.250439E+01
1.974000E-01, -1.124676E+01, 1.343398E+00, -1.389557E+01, 1.167274E+01, -8.647255E+01, 4.250125E+01
1.975000E-01, -1.137983E+01, 1.343136E+00, -1.406988E+01, 1.171415E+01, -8.698823E+01, 4.249794E+01
1.976000E-01, -1.151841E+01, 1.343267E+00, -1.425117E+01, 1.175578E+01, -8.749970E+01, 4.249454E+01
1.977000E-01, -1.166154E+01, 1.343765E+00, -1.443823E+01, 1.179756E+01, -8.800674E+01, 4.249108E+01
1.978000E-01, -1.180840E+01, 1.344606E+00, -1.462999E+01, 1.183945E+01, -8.850911E+01, 4.248761E+01
1.979000E-01, -1.195825E+01, 1.345770E+00, -1.482552E+01, 1.188139E+01, -8.900647E+01, 4.248415E+01
1.980000E-01, -1.211043E+01, 1.347237E+00, -1.502396E+01, 1.192336E+01, -8.949847E+01, 4.248075E+01
1.981000E-01, -1.226438E+01, 1.348988E+00, -1.522459E+01, 1.196530E+01, -8.998467E+01, 4.247740E+01
1.982000E-01, -1.241958E+01, 1.351010E+00, -1.542676E+01, 1.200720E+01, -9.046458E+01, 4.247413E+01
1.983000E-01, -1.257560E+01, 1.353285E+00, -1.562990E+01, 1.204903E+01, -9.093772E+01, 4.247093E+01
1.984000E-01, -1.273203E+01, 1.355802E+00, -1.583350E+01, 1.209077E+01, -9.140366E+01, 4.246781E+01
1.985000E-01, -1.288853E+01, 1.358548E+00, -1.603714E+01, 1.213240E+01, -9.186190E+01, 4.246475E+01
1.986000E-01, -1.304479E+01, 1.361510E+00, -1.624040E+01, 1.217390E+01, -9.231187E+01, 4.246174E+01
1.987000E-01, -1.320055E+01, 1.364680E+00, -1.644296E+01, 1.221526E+01, -9.275292E+01, 4.245875E+01
1.988000E-01, -1.335557E+01, 1.368046E+00, -1.664452E+01, 1.225648E+01, -9.318448E+01, 4.245577E+01
1.989000E-01, -1.350964E+01, 1.371599E+00, -1.684482E+01, 1.229754E+01, -9.360600E+01, 4.245278E+01
1.990000E-01, -1.366259E+01, 1.375331E+00, -1.704363E+01, 1.233844E+01, -9.401691E+01, 4.244977E+01
1.991000E-01, -1.381425E+01, 1.379234E+00, -1.724074E+01, 1.237918E+01, -9.441663E+01, 4.244670E+01
1.992000E-01, -1.396446E+01, 1.383299E+00, -1.743597E+01, 1.241974E+01, -9.480462E+01, 4.244358E+01
1.993000E-01, -1.411310E+01, 1.387520E+00, -1.762914E+01, 1.246013E+01, -9.518040E+01, 4.244039E+01
1.994000E-01, -1.426004E+01, 1.391889E+00, -1.782009E+01, 1.250035E+01, -9.554357E+01, 4.243712E+01
1.995000E-01, -1.440516E+01, 1.396399E+00, -1.800869E+01, 1.254038E+01, -9.589370E+01, 4.243377E+01
1.996000E-01, -1.454834E+01, 1.401045E+00, -1.819478E+01, 1.258024E+01, -9.623029E+01, 4.243034E+01
1.997000E-01, -1.468947E+01, 1.405819E+00, -1.837823E+01, 1.261992E+01, -9.655290E+01, 4.242682E+01
1.998000E-01, -1.482847E+01, 1.410717E+00, -1.855892E+01, 1.265941E+01, -9.686118E+01, 4.242322E+01
1.999000E-01, -1.496522E+01, 1.415733E+00, -1.873673E+01, 1.269872E+01, -9.715482E+01, 4.241955E+01
2.000000E-01, -1.509964E+01, 1.420860E+00, -1.891154E+01, 1.273785E+01, -9.743350E+01, 4.241580E+01
2.001000E-01, -1.523163E+01, 1.426095E+00, -1.908323E+01, 1.277678E+01, -9.769689E+01, 4.241198E+01
2.002000E-01, -1.536111E+01, 1.431431E+00, -1.925170E+01, 1.281553E+01, -9.794466E+01, 4.240808E+01
2.003000E-01, -1.548801E+01, 1.436865E+00, -1.941686E+01, 1.285409E+01, -9.817653E+01, 4.240411E+01
2.004000E-01, -1.561224E+01, 1.442392E+00, -1.957861E+01, 1.289246E+01, -9.839220E+01, 4.240006E+01
2.005000E-01, -1.573374E+01, 1.448007E+00, -1.973687E+01, 1.293065E+01, -9.859138E+01, 4.239592E+01
