Madymo Validation 03.26.2021
Explico Engineering Co. DRD
--

Time (s), /2/2049 ( /Scaled_Hybrid_III_50th/NeckUp_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2052 ( /Scaled_Hybrid_III_50th/NeckUp_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/2041 ( /Scaled_Hybrid_III_50th/NeckLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2044 ( /Scaled_Hybrid_III_50th/NeckLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/5026 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/5029 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC1000 - -
-7.190000E-02, -3.985627E+01, 7.482381E-01, -5.001247E+01, 4.679231E+00, -2.604895E+02, 1.313973E+01
-7.180000E-02, -3.984205E+01, 7.469311E-01, -4.999604E+01, 4.674026E+00, -2.604234E+02, 1.312267E+01
-7.170000E-02, -3.982806E+01, 7.456309E-01, -4.997990E+01, 4.668842E+00, -2.603584E+02, 1.310559E+01
-7.160000E-02, -3.981430E+01, 7.443376E-01, -4.996404E+01, 4.663679E+00, -2.602945E+02, 1.308848E+01
-7.150000E-02, -3.980076E+01, 7.430513E-01, -4.994847E+01, 4.658537E+00, -2.602318E+02, 1.307135E+01
-7.140000E-02, -3.978746E+01, 7.417720E-01, -4.993320E+01, 4.653416E+00, -2.601702E+02, 1.305421E+01
-7.130000E-02, -3.977440E+01, 7.404998E-01, -4.991822E+01, 4.648316E+00, -2.601098E+02, 1.303704E+01
-7.120000E-02, -3.976158E+01, 7.392349E-01, -4.990354E+01, 4.643238E+00, -2.600506E+02, 1.301984E+01
-7.110000E-02, -3.974900E+01, 7.379772E-01, -4.988917E+01, 4.638180E+00, -2.599927E+02, 1.300262E+01
-7.100000E-02, -3.973666E+01, 7.367269E-01, -4.987510E+01, 4.633145E+00, -2.599359E+02, 1.298538E+01
-7.090000E-02, -3.972458E+01, 7.354839E-01, -4.986135E+01, 4.628131E+00, -2.598804E+02, 1.296812E+01
-7.080000E-02, -3.971275E+01, 7.342485E-01, -4.984792E+01, 4.623138E+00, -2.598262E+02, 1.295083E+01
-7.070000E-02, -3.970117E+01, 7.330205E-01, -4.983480E+01, 4.618168E+00, -2.597733E+02, 1.293351E+01
-7.060000E-02, -3.968984E+01, 7.318002E-01, -4.982201E+01, 4.613219E+00, -2.597217E+02, 1.291617E+01
-7.050000E-02, -3.967878E+01, 7.305876E-01, -4.980954E+01, 4.608293E+00, -2.596714E+02, 1.289880E+01
-7.040000E-02, -3.966798E+01, 7.293827E-01, -4.979740E+01, 4.603389E+00, -2.596224E+02, 1.288141E+01
-7.030000E-02, -3.965745E+01, 7.281856E-01, -4.978560E+01, 4.598507E+00, -2.595748E+02, 1.286398E+01
-7.020000E-02, -3.964718E+01, 7.269963E-01, -4.977413E+01, 4.593647E+00, -2.595285E+02, 1.284653E+01
-7.010000E-02, -3.963718E+01, 7.258150E-01, -4.976300E+01, 4.588811E+00, -2.594836E+02, 1.282905E+01
-7.000000E-02, -3.962746E+01, 7.246417E-01, -4.975222E+01, 4.583996E+00, -2.594400E+02, 1.281154E+01
-6.990000E-02, -3.961801E+01, 7.234763E-01, -4.974178E+01, 4.579205E+00, -2.593979E+02, 1.279400E+01
-6.980000E-02, -3.960884E+01, 7.223191E-01, -4.973169E+01, 4.574436E+00, -2.593571E+02, 1.277643E+01
-6.970000E-02, -3.959995E+01, 7.211700E-01, -4.972195E+01, 4.569690E+00, -2.593178E+02, 1.275882E+01
-6.960000E-02, -3.959134E+01, 7.200291E-01, -4.971257E+01, 4.564968E+00, -2.592799E+02, 1.274119E+01
-6.950000E-02, -3.958302E+01, 7.188964E-01, -4.970354E+01, 4.560268E+00, -2.592434E+02, 1.272353E+01
-6.940000E-02, -3.957498E+01, 7.177720E-01, -4.969488E+01, 4.555592E+00, -2.592084E+02, 1.270583E+01
-6.930000E-02, -3.956723E+01, 7.166559E-01, -4.968657E+01, 4.550939E+00, -2.591748E+02, 1.268810E+01
-6.920000E-02, -3.955977E+01, 7.155482E-01, -4.967864E+01, 4.546309E+00, -2.591426E+02, 1.267033E+01
-6.910000E-02, -3.955261E+01, 7.144488E-01, -4.967107E+01, 4.541704E+00, -2.591119E+02, 1.265253E+01
-6.900000E-02, -3.954573E+01, 7.133580E-01, -4.966386E+01, 4.537121E+00, -2.590827E+02, 1.263470E+01
-6.890000E-02, -3.953915E+01, 7.122755E-01, -4.965703E+01, 4.532563E+00, -2.590550E+02, 1.261683E+01
-6.880000E-02, -3.953287E+01, 7.112016E-01, -4.965058E+01, 4.528028E+00, -2.590287E+02, 1.259892E+01
-6.870000E-02, -3.952689E+01, 7.101363E-01, -4.964450E+01, 4.523517E+00, -2.590039E+02, 1.258098E+01
-6.860000E-02, -3.952121E+01, 7.090794E-01, -4.963880E+01, 4.519030E+00, -2.589806E+02, 1.256300E+01
-6.850000E-02, -3.951582E+01, 7.080312E-01, -4.963347E+01, 4.514567E+00, -2.589588E+02, 1.254499E+01
-6.840000E-02, -3.951074E+01, 7.069916E-01, -4.962853E+01, 4.510128E+00, -2.589385E+02, 1.252694E+01
-6.830000E-02, -3.950596E+01, 7.059606E-01, -4.962396E+01, 4.505713E+00, -2.589197E+02, 1.250885E+01
-6.820000E-02, -3.950149E+01, 7.049383E-01, -4.961978E+01, 4.501323E+00, -2.589024E+02, 1.249072E+01
-6.810000E-02, -3.949732E+01, 7.039247E-01, -4.961598E+01, 4.496956E+00, -2.588867E+02, 1.247255E+01
-6.800000E-02, -3.949345E+01, 7.029197E-01, -4.961257E+01, 4.492614E+00, -2.588724E+02, 1.245435E+01
-6.790000E-02, -3.948990E+01, 7.019235E-01, -4.960954E+01, 4.488296E+00, -2.588596E+02, 1.243610E+01
-6.780000E-02, -3.948664E+01, 7.009359E-01, -4.960689E+01, 4.484003E+00, -2.588484E+02, 1.241782E+01
-6.770000E-02, -3.948369E+01, 6.999571E-01, -4.960463E+01, 4.479733E+00, -2.588386E+02, 1.239950E+01
-6.760000E-02, -3.948105E+01, 6.989870E-01, -4.960276E+01, 4.475488E+00, -2.588304E+02, 1.238114E+01
-6.750000E-02, -3.947871E+01, 6.980257E-01, -4.960127E+01, 4.471267E+00, -2.588237E+02, 1.236274E+01
-6.740000E-02, -3.947668E+01, 6.970731E-01, -4.960016E+01, 4.467071E+00, -2.588185E+02, 1.234430E+01
-6.730000E-02, -3.947496E+01, 6.961292E-01, -4.959944E+01, 4.462898E+00, -2.588148E+02, 1.232583E+01
-6.720000E-02, -3.947354E+01, 6.951941E-01, -4.959910E+01, 4.458750E+00, -2.588127E+02, 1.230731E+01
-6.710000E-02, -3.947242E+01, 6.942678E-01, -4.959915E+01, 4.454625E+00, -2.588120E+02, 1.228876E+01
-6.700000E-02, -3.947160E+01, 6.933502E-01, -4.959957E+01, 4.450525E+00, -2.588129E+02, 1.227016E+01
-6.690000E-02, -3.947109E+01, 6.924414E-01, -4.960038E+01, 4.446449E+00, -2.588153E+02, 1.225153E+01
-6.680000E-02, -3.947088E+01, 6.915413E-01, -4.960156E+01, 4.442397E+00, -2.588192E+02, 1.223286E+01
-6.670000E-02, -3.947097E+01, 6.906500E-01, -4.960313E+01, 4.438368E+00, -2.588246E+02, 1.221416E+01
-6.660000E-02, -3.947136E+01, 6.897674E-01, -4.960507E+01, 4.434363E+00, -2.588316E+02, 1.219541E+01
-6.650000E-02, -3.947204E+01, 6.888936E-01, -4.960738E+01, 4.430382E+00, -2.588400E+02, 1.217663E+01
-6.640000E-02, -3.947302E+01, 6.880285E-01, -4.961007E+01, 4.426425E+00, -2.588500E+02, 1.215781E+01
-6.630000E-02, -3.947430E+01, 6.871721E-01, -4.961313E+01, 4.422490E+00, -2.588614E+02, 1.213896E+01
-6.620000E-02, -3.947587E+01, 6.863244E-01, -4.961655E+01, 4.418579E+00, -2.588744E+02, 1.212007E+01
-6.610000E-02, -3.947773E+01, 6.854855E-01, -4.962034E+01, 4.414692E+00, -2.588889E+02, 1.210114E+01
-6.600000E-02, -3.947988E+01, 6.846552E-01, -4.962450E+01, 4.410827E+00, -2.589048E+02, 1.208218E+01
-6.590000E-02, -3.948231E+01, 6.838336E-01, -4.962902E+01, 4.406985E+00, -2.589223E+02, 1.206318E+01
-6.580000E-02, -3.948504E+01, 6.830207E-01, -4.963390E+01, 4.403167E+00, -2.589412E+02, 1.204415E+01
-6.570000E-02, -3.948805E+01, 6.822165E-01, -4.963913E+01, 4.399370E+00, -2.589617E+02, 1.202508E+01
-6.560000E-02, -3.949133E+01, 6.814209E-01, -4.964472E+01, 4.395597E+00, -2.589836E+02, 1.200598E+01
-6.550000E-02, -3.949490E+01, 6.806339E-01, -4.965067E+01, 4.391846E+00, -2.590069E+02, 1.198684E+01
-6.540000E-02, -3.949875E+01, 6.798555E-01, -4.965696E+01, 4.388117E+00, -2.590318E+02, 1.196767E+01
-6.530000E-02, -3.950288E+01, 6.790857E-01, -4.966360E+01, 4.384410E+00, -2.590581E+02, 1.194847E+01
-6.520000E-02, -3.950728E+01, 6.783245E-01, -4.967059E+01, 4.380725E+00, -2.590859E+02, 1.192923E+01
-6.510000E-02, -3.951195E+01, 6.775718E-01, -4.967791E+01, 4.377063E+00, -2.591151E+02, 1.190997E+01
-6.500000E-02, -3.951689E+01, 6.768277E-01, -4.968558E+01, 4.373422E+00, -2.591458E+02, 1.189067E+01
-6.490000E-02, -3.952209E+01, 6.760921E-01, -4.969358E+01, 4.369803E+00, -2.591779E+02, 1.187134E+01
-6.480000E-02, -3.952757E+01, 6.753649E-01, -4.970192E+01, 4.366205E+00, -2.592115E+02, 1.185197E+01
-6.470000E-02, -3.953330E+01, 6.746462E-01, -4.971058E+01, 4.362630E+00, -2.592465E+02, 1.183258E+01
-6.460000E-02, -3.953930E+01, 6.739359E-01, -4.971958E+01, 4.359077E+00, -2.592829E+02, 1.181316E+01
-6.450000E-02, -3.954555E+01, 6.732339E-01, -4.972889E+01, 4.355542E+00, -2.593207E+02, 1.179371E+01
-6.440000E-02, -3.955206E+01, 6.725405E-01, -4.973853E+01, 4.352023E+00, -2.593599E+02, 1.177421E+01
-6.430000E-02, -3.955882E+01, 6.718559E-01, -4.974849E+01, 4.348516E+00, -2.594005E+02, 1.175470E+01
-6.420000E-02, -3.956587E+01, 6.711804E-01, -4.975881E+01, 4.345017E+00, -2.594425E+02, 1.173523E+01
-6.410000E-02, -3.957315E+01, 6.705142E-01, -4.976941E+01, 4.341536E+00, -2.594858E+02, 1.171571E+01
-6.400000E-02, -3.958049E+01, 6.698566E-01, -4.978008E+01, 4.338102E+00, -2.595304E+02, 1.169569E+01
-6.390000E-02, -3.958806E+01, 6.692053E-01, -4.979103E+01, 4.334770E+00, -2.595764E+02, 1.167552E+01
-6.380000E-02, -3.959695E+01, 6.685555E-01, -4.980371E+01, 4.331611E+00, -2.596241E+02, 1.165788E+01
-6.370000E-02, -3.960821E+01, 6.679007E-01, -4.981951E+01, 4.328675E+00, -2.596744E+02, 1.164600E+01
-6.360000E-02, -3.962121E+01, 6.672347E-01, -4.983760E+01, 4.325944E+00, -2.597275E+02, 1.163956E+01
-6.350000E-02, -3.963423E+01, 6.665536E-01, -4.985572E+01, 4.323346E+00, -2.597830E+02, 1.163521E+01
-6.340000E-02, -3.964633E+01, 6.658570E-01, -4.987265E+01, 4.320802E+00, -2.598404E+02, 1.163064E+01
-6.330000E-02, -3.965766E+01, 6.651465E-01, -4.988857E+01, 4.318256E+00, -2.598997E+02, 1.162573E+01
-6.320000E-02, -3.966855E+01, 6.644242E-01, -4.990390E+01, 4.315688E+00, -2.599609E+02, 1.162086E+01
-6.310000E-02, -3.967912E+01, 6.636923E-01, -4.991883E+01, 4.313096E+00, -2.600239E+02, 1.161609E+01
-6.300000E-02, -3.968943E+01, 6.629521E-01, -4.993341E+01, 4.310489E+00, -2.600888E+02, 1.161135E+01
-6.290000E-02, -3.969956E+01, 6.622048E-01, -4.994775E+01, 4.307878E+00, -2.601555E+02, 1.160662E+01
-6.280000E-02, -3.970956E+01, 6.614512E-01, -4.996192E+01, 4.305270E+00, -2.602240E+02, 1.160192E+01
-6.270000E-02, -3.971951E+01, 6.606922E-01, -4.997601E+01, 4.302671E+00, -2.602943E+02, 1.159723E+01
-6.260000E-02, -3.972943E+01, 6.599287E-01, -4.999006E+01, 4.300084E+00, -2.603663E+02, 1.159257E+01
-6.250000E-02, -3.973938E+01, 6.591613E-01, -5.000414E+01, 4.297511E+00, -2.604401E+02, 1.158792E+01
-6.240000E-02, -3.974939E+01, 6.583911E-01, -5.001828E+01, 4.294955E+00, -2.605156E+02, 1.158328E+01
-6.230000E-02, -3.975948E+01, 6.576187E-01, -5.003252E+01, 4.292418E+00, -2.605929E+02, 1.157865E+01
-6.220000E-02, -3.976969E+01, 6.568451E-01, -5.004690E+01, 4.289900E+00, -2.606718E+02, 1.157404E+01
-6.210000E-02, -3.978002E+01, 6.560708E-01, -5.006144E+01, 4.287404E+00, -2.607525E+02, 1.156944E+01
-6.200000E-02, -3.979050E+01, 6.552965E-01, -5.007616E+01, 4.284930E+00, -2.608349E+02, 1.156485E+01
-6.190000E-02, -3.980115E+01, 6.545229E-01, -5.009108E+01, 4.282479E+00, -2.609189E+02, 1.156026E+01
-6.180000E-02, -3.981196E+01, 6.537505E-01, -5.010621E+01, 4.280051E+00, -2.610046E+02, 1.155569E+01
-6.170000E-02, -3.982296E+01, 6.529798E-01, -5.012157E+01, 4.277649E+00, -2.610919E+02, 1.155112E+01
-6.160000E-02, -3.983416E+01, 6.522114E-01, -5.013717E+01, 4.275271E+00, -2.611809E+02, 1.154655E+01
-6.150000E-02, -3.984555E+01, 6.514455E-01, -5.015301E+01, 4.272918E+00, -2.612716E+02, 1.154200E+01
-6.140000E-02, -3.985714E+01, 6.506827E-01, -5.016911E+01, 4.270590E+00, -2.613638E+02, 1.153745E+01
-6.130000E-02, -3.986894E+01, 6.499234E-01, -5.018546E+01, 4.268288E+00, -2.614577E+02, 1.153291E+01
-6.120000E-02, -3.988095E+01, 6.491678E-01, -5.020207E+01, 4.266011E+00, -2.615532E+02, 1.152837E+01
-6.110000E-02, -3.989316E+01, 6.484164E-01, -5.021894E+01, 4.263759E+00, -2.616502E+02, 1.152384E+01
-6.100000E-02, -3.990559E+01, 6.476694E-01, -5.023608E+01, 4.261532E+00, -2.617489E+02, 1.151932E+01
-6.090000E-02, -3.991824E+01, 6.469271E-01, -5.025348E+01, 4.259329E+00, -2.618491E+02, 1.151480E+01
-6.080000E-02, -3.993109E+01, 6.461899E-01, -5.027114E+01, 4.257152E+00, -2.619508E+02, 1.151028E+01
-6.070000E-02, -3.994416E+01, 6.454579E-01, -5.028907E+01, 4.254998E+00, -2.620541E+02, 1.150578E+01
-6.060000E-02, -3.995743E+01, 6.447315E-01, -5.030725E+01, 4.252869E+00, -2.621589E+02, 1.150128E+01
-6.050000E-02, -3.997092E+01, 6.440108E-01, -5.032570E+01, 4.250763E+00, -2.622653E+02, 1.149678E+01
-6.040000E-02, -3.998461E+01, 6.432960E-01, -5.034440E+01, 4.248681E+00, -2.623731E+02, 1.149229E+01
-6.030000E-02, -3.999850E+01, 6.425875E-01, -5.036335E+01, 4.246622E+00, -2.624824E+02, 1.148780E+01
-6.020000E-02, -4.001260E+01, 6.418854E-01, -5.038256E+01, 4.244585E+00, -2.625932E+02, 1.148332E+01
-6.010000E-02, -4.002690E+01, 6.411898E-01, -5.040201E+01, 4.242572E+00, -2.627054E+02, 1.147884E+01
-6.000000E-02, -4.004140E+01, 6.405010E-01, -5.042172E+01, 4.240582E+00, -2.628191E+02, 1.147437E+01
-5.990000E-02, -4.005609E+01, 6.398191E-01, -5.044166E+01, 4.238613E+00, -2.629341E+02, 1.146991E+01
-5.980000E-02, -4.007097E+01, 6.391443E-01, -5.046184E+01, 4.236662E+00, -2.630506E+02, 1.146544E+01
-5.970000E-02, -4.008603E+01, 6.384768E-01, -5.048223E+01, 4.234725E+00, -2.631685E+02, 1.146099E+01
-5.960000E-02, -4.010130E+01, 6.378168E-01, -5.050289E+01, 4.232795E+00, -2.632878E+02, 1.145653E+01
-5.950000E-02, -4.011683E+01, 6.371645E-01, -5.052387E+01, 4.230872E+00, -2.634084E+02, 1.145208E+01
-5.940000E-02, -4.013246E+01, 6.365203E-01, -5.054497E+01, 4.228969E+00, -2.635303E+02, 1.144764E+01
-5.930000E-02, -4.014778E+01, 6.358840E-01, -5.056565E+01, 4.227130E+00, -2.636536E+02, 1.144319E+01
-5.920000E-02, -4.016343E+01, 6.352556E-01, -5.058676E+01, 4.225430E+00, -2.637781E+02, 1.143875E+01
-5.910000E-02, -4.018216E+01, 6.346341E-01, -5.061183E+01, 4.223955E+00, -2.639039E+02, 1.143431E+01
-5.900000E-02, -4.020597E+01, 6.340179E-01, -5.064342E+01, 4.222747E+00, -2.640312E+02, 1.142989E+01
-5.890000E-02, -4.023305E+01, 6.334053E-01, -5.067921E+01, 4.221760E+00, -2.641603E+02, 1.142555E+01
-5.880000E-02, -4.026019E+01, 6.327951E-01, -5.071505E+01, 4.220897E+00, -2.642915E+02, 1.142132E+01
-5.870000E-02, -4.028624E+01, 6.321873E-01, -5.074948E+01, 4.220064E+00, -2.644248E+02, 1.141719E+01
-5.860000E-02, -4.031162E+01, 6.315824E-01, -5.078304E+01, 4.219209E+00, -2.645601E+02, 1.141316E+01
-5.850000E-02, -4.033668E+01, 6.309814E-01, -5.081616E+01, 4.218312E+00, -2.646973E+02, 1.140921E+01
-5.840000E-02, -4.036147E+01, 6.303852E-01, -5.084892E+01, 4.217378E+00, -2.648364E+02, 1.140535E+01
-5.830000E-02, -4.038600E+01, 6.297946E-01, -5.088135E+01, 4.216414E+00, -2.649773E+02, 1.140157E+01
-5.820000E-02, -4.041035E+01, 6.292103E-01, -5.091352E+01, 4.215432E+00, -2.651200E+02, 1.139787E+01
-5.810000E-02, -4.043455E+01, 6.286331E-01, -5.094549E+01, 4.214439E+00, -2.652645E+02, 1.139424E+01
-5.800000E-02, -4.045865E+01, 6.280637E-01, -5.097731E+01, 4.213437E+00, -2.654106E+02, 1.139067E+01
-5.790000E-02, -4.048268E+01, 6.275026E-01, -5.100904E+01, 4.212431E+00, -2.655584E+02, 1.138717E+01
-5.780000E-02, -4.050666E+01, 6.269505E-01, -5.104069E+01, 4.211421E+00, -2.657079E+02, 1.138374E+01
-5.770000E-02, -4.053063E+01, 6.264081E-01, -5.107231E+01, 4.210410E+00, -2.658589E+02, 1.138036E+01
-5.760000E-02, -4.055460E+01, 6.258758E-01, -5.110392E+01, 4.209397E+00, -2.660116E+02, 1.137704E+01
-5.750000E-02, -4.057859E+01, 6.253542E-01, -5.113553E+01, 4.208384E+00, -2.661657E+02, 1.137378E+01
-5.740000E-02, -4.060260E+01, 6.248437E-01, -5.116717E+01, 4.207373E+00, -2.663213E+02, 1.137057E+01
-5.730000E-02, -4.062665E+01, 6.243447E-01, -5.119884E+01, 4.206363E+00, -2.664785E+02, 1.136741E+01
-5.720000E-02, -4.065074E+01, 6.238575E-01, -5.123056E+01, 4.205356E+00, -2.666370E+02, 1.136430E+01
-5.710000E-02, -4.067489E+01, 6.233826E-01, -5.126233E+01, 4.204351E+00, -2.667970E+02, 1.136124E+01
-5.700000E-02, -4.069909E+01, 6.229201E-01, -5.129417E+01, 4.203350E+00, -2.669583E+02, 1.135822E+01
-5.690000E-02, -4.072336E+01, 6.224702E-01, -5.132607E+01, 4.202353E+00, -2.671210E+02, 1.135526E+01
-5.680000E-02, -4.074768E+01, 6.220333E-01, -5.135803E+01, 4.201359E+00, -2.672851E+02, 1.135233E+01
-5.670000E-02, -4.077207E+01, 6.216094E-01, -5.139007E+01, 4.200369E+00, -2.674504E+02, 1.134945E+01
-5.660000E-02, -4.079653E+01, 6.211987E-01, -5.142218E+01, 4.199383E+00, -2.676170E+02, 1.134661E+01
-5.650000E-02, -4.082105E+01, 6.208014E-01, -5.145436E+01, 4.198400E+00, -2.677849E+02, 1.134381E+01
-5.640000E-02, -4.084563E+01, 6.204175E-01, -5.148661E+01, 4.197422E+00, -2.679540E+02, 1.134105E+01
-5.630000E-02, -4.087028E+01, 6.200471E-01, -5.151893E+01, 4.196447E+00, -2.681242E+02, 1.133833E+01
-5.620000E-02, -4.089498E+01, 6.196903E-01, -5.155132E+01, 4.195475E+00, -2.682957E+02, 1.133565E+01
-5.610000E-02, -4.091974E+01, 6.193472E-01, -5.158376E+01, 4.194507E+00, -2.684683E+02, 1.133301E+01
-5.600000E-02, -4.094456E+01, 6.190177E-01, -5.161627E+01, 4.193542E+00, -2.686420E+02, 1.133040E+01
-5.590000E-02, -4.096944E+01, 6.187019E-01, -5.164884E+01, 4.192580E+00, -2.688169E+02, 1.132782E+01
-5.580000E-02, -4.099436E+01, 6.183999E-01, -5.168146E+01, 4.191621E+00, -2.689928E+02, 1.132529E+01
-5.570000E-02, -4.101933E+01, 6.181116E-01, -5.171414E+01, 4.190664E+00, -2.691697E+02, 1.132278E+01
-5.560000E-02, -4.104435E+01, 6.178370E-01, -5.174686E+01, 4.189711E+00, -2.693477E+02, 1.132031E+01
-5.550000E-02, -4.106941E+01, 6.175760E-01, -5.177962E+01, 4.188759E+00, -2.695267E+02, 1.131788E+01
-5.540000E-02, -4.109451E+01, 6.173287E-01, -5.181242E+01, 4.187809E+00, -2.697067E+02, 1.131547E+01
-5.530000E-02, -4.111964E+01, 6.170951E-01, -5.184526E+01, 4.186862E+00, -2.698876E+02, 1.131310E+01
-5.520000E-02, -4.114481E+01, 6.168750E-01, -5.187814E+01, 4.185916E+00, -2.700695E+02, 1.131075E+01
-5.510000E-02, -4.117001E+01, 6.166684E-01, -5.191104E+01, 4.184972E+00, -2.702522E+02, 1.130844E+01
-5.500000E-02, -4.119524E+01, 6.164753E-01, -5.194396E+01, 4.184029E+00, -2.704359E+02, 1.130615E+01
-5.490000E-02, -4.122049E+01, 6.162956E-01, -5.197691E+01, 4.183087E+00, -2.706204E+02, 1.130390E+01
-5.480000E-02, -4.124576E+01, 6.161293E-01, -5.200988E+01, 4.182147E+00, -2.708058E+02, 1.130167E+01
-5.470000E-02, -4.127105E+01, 6.159761E-01, -5.204285E+01, 4.181207E+00, -2.709920E+02, 1.129947E+01
-5.460000E-02, -4.129636E+01, 6.158362E-01, -5.207584E+01, 4.180269E+00, -2.711790E+02, 1.129730E+01
-5.450000E-02, -4.132168E+01, 6.157092E-01, -5.210884E+01, 4.179331E+00, -2.713668E+02, 1.129515E+01
-5.440000E-02, -4.134701E+01, 6.155953E-01, -5.214184E+01, 4.178393E+00, -2.715553E+02, 1.129302E+01
-5.430000E-02, -4.137234E+01, 6.154943E-01, -5.217484E+01, 4.177457E+00, -2.717445E+02, 1.129092E+01
-5.420000E-02, -4.139768E+01, 6.154060E-01, -5.220783E+01, 4.176520E+00, -2.719344E+02, 1.128885E+01
-5.410000E-02, -4.142302E+01, 6.153303E-01, -5.224082E+01, 4.175584E+00, -2.721251E+02, 1.128679E+01
-5.400000E-02, -4.144836E+01, 6.152673E-01, -5.227380E+01, 4.174649E+00, -2.723163E+02, 1.128476E+01
-5.390000E-02, -4.147370E+01, 6.152166E-01, -5.230676E+01, 4.173713E+00, -2.725083E+02, 1.128276E+01
-5.380000E-02, -4.149903E+01, 6.151782E-01, -5.233971E+01, 4.172778E+00, -2.727008E+02, 1.128077E+01
-5.370000E-02, -4.152436E+01, 6.151520E-01, -5.237263E+01, 4.171843E+00, -2.728939E+02, 1.127880E+01
-5.360000E-02, -4.154967E+01, 6.151379E-01, -5.240554E+01, 4.170907E+00, -2.730876E+02, 1.127686E+01
-5.350000E-02, -4.157496E+01, 6.151356E-01, -5.243842E+01, 4.169972E+00, -2.732819E+02, 1.127493E+01
-5.340000E-02, -4.160025E+01, 6.151451E-01, -5.247127E+01, 4.169037E+00, -2.734766E+02, 1.127302E+01
-5.330000E-02, -4.162551E+01, 6.151663E-01, -5.250408E+01, 4.168102E+00, -2.736719E+02, 1.127113E+01
-5.320000E-02, -4.165075E+01, 6.151989E-01, -5.253687E+01, 4.167166E+00, -2.738677E+02, 1.126926E+01
-5.310000E-02, -4.167597E+01, 6.152429E-01, -5.256961E+01, 4.166231E+00, -2.740639E+02, 1.126740E+01
-5.300000E-02, -4.170116E+01, 6.152980E-01, -5.260231E+01, 4.165295E+00, -2.742606E+02, 1.126556E+01
-5.290000E-02, -4.172633E+01, 6.153642E-01, -5.263498E+01, 4.164359E+00, -2.744576E+02, 1.126374E+01
-5.280000E-02, -4.175146E+01, 6.154412E-01, -5.266759E+01, 4.163423E+00, -2.746551E+02, 1.126193E+01
-5.270000E-02, -4.177657E+01, 6.155289E-01, -5.270016E+01, 4.162487E+00, -2.748530E+02, 1.126014E+01
-5.260000E-02, -4.180164E+01, 6.156272E-01, -5.273267E+01, 4.161551E+00, -2.750512E+02, 1.125836E+01
-5.250000E-02, -4.182667E+01, 6.157359E-01, -5.276513E+01, 4.160615E+00, -2.752497E+02, 1.125659E+01
-5.240000E-02, -4.185166E+01, 6.158548E-01, -5.279753E+01, 4.159679E+00, -2.754485E+02, 1.125484E+01
-5.230000E-02, -4.187662E+01, 6.159838E-01, -5.282987E+01, 4.158743E+00, -2.756477E+02, 1.125310E+01
-5.220000E-02, -4.190153E+01, 6.161226E-01, -5.286216E+01, 4.157806E+00, -2.758471E+02, 1.125137E+01
-5.210000E-02, -4.192639E+01, 6.162711E-01, -5.289437E+01, 4.156870E+00, -2.760468E+02, 1.124965E+01
-5.200000E-02, -4.195121E+01, 6.164292E-01, -5.292652E+01, 4.155934E+00, -2.762466E+02, 1.124795E+01
-5.190000E-02, -4.197597E+01, 6.165967E-01, -5.295860E+01, 4.154997E+00, -2.764467E+02, 1.124625E+01
-5.180000E-02, -4.200069E+01, 6.167733E-01, -5.299060E+01, 4.154062E+00, -2.766470E+02, 1.124457E+01
-5.170000E-02, -4.202535E+01, 6.169590E-01, -5.302253E+01, 4.153127E+00, -2.768475E+02, 1.124290E+01
-5.160000E-02, -4.204995E+01, 6.171534E-01, -5.305437E+01, 4.152194E+00, -2.770481E+02, 1.124123E+01
-5.150000E-02, -4.207448E+01, 6.173564E-01, -5.308613E+01, 4.151259E+00, -2.772488E+02, 1.123958E+01
-5.140000E-02, -4.209894E+01, 6.175678E-01, -5.311777E+01, 4.150322E+00, -2.774497E+02, 1.123794E+01
-5.130000E-02, -4.212332E+01, 6.177875E-01, -5.314932E+01, 4.149377E+00, -2.776507E+02, 1.123630E+01
-5.120000E-02, -4.214766E+01, 6.180153E-01, -5.318080E+01, 4.148419E+00, -2.778517E+02, 1.123468E+01
-5.110000E-02, -4.217201E+01, 6.182512E-01, -5.321230E+01, 4.147449E+00, -2.780528E+02, 1.123306E+01
-5.100000E-02, -4.219618E+01, 6.184951E-01, -5.324355E+01, 4.146482E+00, -2.782540E+02, 1.123145E+01
-5.090000E-02, -4.221975E+01, 6.187469E-01, -5.327404E+01, 4.145564E+00, -2.784552E+02, 1.122984E+01
-5.080000E-02, -4.224354E+01, 6.190056E-01, -5.330480E+01, 4.144772E+00, -2.786565E+02, 1.122825E+01
-5.070000E-02, -4.227049E+01, 6.192697E-01, -5.333962E+01, 4.144188E+00, -2.788572E+02, 1.122667E+01
-5.060000E-02, -4.230229E+01, 6.195370E-01, -5.338068E+01, 4.143846E+00, -2.790573E+02, 1.122513E+01
-5.050000E-02, -4.233663E+01, 6.198052E-01, -5.342502E+01, 4.143695E+00, -2.792570E+02, 1.122363E+01
